date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:09	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:08%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486041490.jpg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486041490.jpg	(from https://mycrd.in/new-tiruppur-traders)
22:12:09	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:08%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070057.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070057.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:09	71412/71412	---M--	200	added ('OK')	image/png	etag:W/%22116f4-17ab8121466%22	https://mycrd.in/templates/template1/bg.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/mycrd.in/templates/template1/bg.png	(from https://mycrd.in/templates/template1/style.css)
22:12:11	357/357	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:10%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070059.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070059.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:11	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:10%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070060.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070060.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:11	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:10%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070061.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070061.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:11	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:10%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070063.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070063.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:12	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:11%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070064.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070064.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:12	70857/70857	---M-Z	200	added ('OK')	image/png	etag:%225ed26414-114c9%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags.png	(from https://mycrd.in/templates/template1/style.css)
22:12:12	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:12%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070067.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070067.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:13	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:12%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070066.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599486070066.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:16	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:14%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487871968.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487871968.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:16	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:14%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487898436.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487898436.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:16	174369/174369	---M-Z	200	added ('OK')	image/png	etag:%225ed26414-2a921%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags@2x.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags@2x.png	(from https://mycrd.in/templates/template1/style.css)
22:12:16	355/355	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:14%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487871969.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487871969.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:17	357/357	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	application/xml	date:Sun,%2018%20Jul%202021%2016:42:16%20GMT	https://vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487970597.jpeg	/home/sankarmoorthy/websites/PANDIANREALESTATES/vcard-bucket.s3.us-east-2.amazonaws.com/A7/3373/1599487970597.jpeg	(from https://mycrd.in/new-tiruppur-traders)
22:12:17	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2018%20Jul%202021%2016:42:16%20GMT	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/js/intlTelInput.min.js	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/js/intlTelInput.min.js	(from https://mycrd.in/new-tiruppur-traders)
22:12:17	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2018%20Jul%202021%2016:42:17%20GMT	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/js/utils.min.js	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/js/utils.min.js	(from https://mycrd.in/new-tiruppur-traders)
22:12:18	288/288	---M--	200	added ('OK')	image/svg+xml	etag:W/%22120-17ab8121326%22	https://mycrd.in/templates/common/img/star-empty.svg	/home/sankarmoorthy/websites/PANDIANREALESTATES/mycrd.in/templates/common/img/star-empty.svg	(from https://mycrd.in/templates/common/css/star-rating.css)
22:12:19	217/217	UR-M-Z	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2018%20Jul%202021%2016:42:17%20GMT	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags@2x.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags@2x.png	(from https://mycrd.in/templates/template1/style.css)
22:12:19	70905/70905	UR-M-Z	200	added ('Partial%20Content')	image/png	etag:%225ed26414-114c9%22	https://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.3/img/flags.png	(from https://mycrd.in/templates/template1/style.css)
22:12:19	71412/71412	URF---	200	added ('OK%20(cached)')	image/png		https://mycrd.in/templates/template1/bg.png	/home/sankarmoorthy/websites/PANDIANREALESTATES/mycrd.in/templates/template1/bg.png	(from https://mycrd.in/templates/template1/style.css)
22:12:20	198/198	---M--	200	added ('OK')	image/svg+xml	etag:W/%22c6-17ab8121326%22	https://mycrd.in/templates/common/img/star-full.svg	/home/sankarmoorthy/websites/PANDIANREALESTATES/mycrd.in/templates/common/img/star-full.svg	(from https://mycrd.in/templates/common/css/star-rating.css)
22:12:21	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Jul%202021%2016:42:21%20GMT	http://mycrd.in/	/home/sankarmoorthy/websites/PANDIANREALESTATES/mycrd.in/index.html	(from https://mycrd.in/new-tiruppur-traders)
